ticker,quarter_end_date,q4_eps,sum_4q,fy_eps,gap,flag
RPM,2023-05-31,1.16,3.7,3.72,0.02,False
RPM,2024-05-31,1.4,4.56,4.56,0.0,False
RPM,2025-05-31,1.76,5.35,5.35,0.0,False
RPM,2026-05-31,1.73,5.16,5.17,0.01,False
RRC,2014-12-31,1.68,3.78,3.79,0.01,False
RRC,2015-12-31,-1.93,-4.29,-4.29,0.0,False
RRC,2016-12-31,-0.66,-2.79,-2.75,0.04,False
RRC,2017-12-31,0.89,1.34,1.34,0.0,False
RRC,2018-12-31,-7.2,-7.13,-7.1,0.03,False
RRC,2019-12-31,-7.33,-6.97,-6.92,0.05,False
RRC,2020-12-31,-0.13,-3.29,-2.95,0.34,True
RRC,2021-12-31,3.58,1.6,1.61,0.01,False
RRC,2022-12-31,3.23,4.63,4.69,0.06,False
RRC,2023-12-31,1.31,3.58,3.57,0.01,False
RRC,2024-12-31,0.39,1.1,1.09,0.01,False
RRC,2025-12-31,0.75,2.74,2.74,0.0,False
RRR,2017-12-31,0.35,0.42,0.42,0.0,False
RRR,2018-12-31,0.11,1.78,1.77,0.01,False
RRR,2019-12-31,0.05,-0.07,-0.05,0.02,False
RRR,2020-12-31,1.21,-1.42,-2.13,0.71,True
RRR,2021-12-31,1.24,2.37,2.84,0.47,True
RRR,2022-12-31,1.16,3.02,3.36,0.34,True
RRR,2023-12-31,1.06,3.06,2.94,0.12,False
RRR,2024-12-31,0.32,2.07,2.53,0.46,True
RRR,2025-12-31,0.83,3.21,3.12,0.09,False
RRX,2015-01-03,-2.58,0.67,0.69,0.02,False
RRX,2016-01-02,-0.43,3.18,3.18,0.0,False
RRX,2016-12-31,1.01,4.52,4.52,0.0,False
RRX,2017-12-30,1.15,4.74,4.74,0.0,False
RRX,2018-12-29,1.29,5.27,5.26,0.01,False
RRX,2019-12-28,0.9,5.63,5.66,0.03,False
RRX,2021-01-02,1.23,4.64,4.64,0.0,False
RRX,2022-01-01,-0.07,5.17,4.4,0.77,True
RRX,2022-12-31,1.52,7.29,7.29,0.0,False
RRX,2023-12-31,0.85,-0.86,-0.87,0.01,False
RRX,2024-12-31,0.62,2.95,2.94,0.01,False
RRX,2025-12-31,0.95,4.2,4.2,0.0,False
RS,2014-12-31,1.18,4.72,4.73,0.01,False
RS,2015-12-31,0.95,4.14,4.16,0.02,False
RS,2016-12-31,0.84,4.17,4.16,0.01,False
RS,2017-12-31,4.09,8.33,8.34,0.01,False
RS,2018-12-31,1.22,8.71,8.75,0.04,False
RS,2019-12-31,2.44,10.33,10.34,0.01,False
RS,2020-12-31,2.01,5.68,5.66,0.02,False
RS,2021-12-31,6.64,21.99,21.97,0.02,False
RS,2022-12-31,5.88,29.81,29.92,0.11,False
RS,2023-12-31,4.7,22.61,22.64,0.03,False
RS,2024-12-31,1.93,15.44,15.56,0.12,False
RS,2025-12-31,2.22,13.97,13.98,0.01,False
RSI,2021-12-31,-0.18,-0.51,-0.51,0.0,False
RSI,2022-12-31,-0.14,-0.61,-0.61,0.0,False
RSI,2023-12-31,-0.02,-0.27,-0.27,0.0,False
RSI,2024-12-31,-0.0,0.0,0.03,0.03,False
RSI,2025-12-31,0.08,0.31,0.31,0.0,False
RUN,2015-12-31,-0.15,-1.01,-0.96,0.05,True
RUN,2016-12-31,0.27,0.87,0.87,0.0,False
RUN,2017-12-31,0.63,1.23,1.15,0.08,True
RUN,2018-12-31,-0.05,0.24,0.23,0.01,False
RUN,2019-12-31,0.09,0.19,0.21,0.02,False
RUN,2020-12-31,-0.92,-0.98,-1.24,0.26,True
RUN,2021-12-31,-0.19,-0.4,-0.39,0.01,False
RUN,2022-12-31,0.27,0.75,0.8,0.05,True
RUN,2023-12-31,-1.65,-7.44,-7.41,0.03,False
RUN,2024-12-31,-14.8,-15.02,-12.81,2.21,True
RUN,2025-12-31,0.38,1.71,1.71,0.0,False
RUSHA,2014-12-31,0.6,1.96,1.96,0.0,False
RUSHA,2015-12-31,0.24,1.61,1.61,0.0,False
RUSHA,2016-12-31,0.31,1.01,1.0,0.01,False
RUSHA,2017-12-31,2.57,4.19,4.2,0.01,False
RUSHA,2018-12-31,1.2,3.46,3.45,0.01,False
RUSHA,2019-12-31,0.64,3.77,3.77,0.0,False
RUSHA,2021-12-31,1.18,4.17,4.17,0.0,False
RUSHA,2022-12-31,1.74,6.85,6.85,0.0,False
RUSHA,2024-12-31,0.9,3.72,3.72,0.0,False
RUSHA,2025-12-31,0.81,3.27,3.27,0.0,False
RXO,2022-12-31,-0.03,0.8,0.79,0.01,False
RXO,2023-12-31,0.02,0.04,0.03,0.01,False
RXO,2024-12-31,-0.15,-2.15,-2.17,0.02,False
RXO,2025-12-31,-0.27,-0.58,-0.59,0.01,False
RYN,2014-12-31,0.07,0.76,0.76,0.0,False
RYN,2015-12-31,0.08,0.37,0.37,0.0,False
RYN,2016-12-31,0.39,1.72,1.73,0.01,False
RYN,2017-12-31,0.5,1.16,1.16,0.0,False
RYN,2018-12-31,0.02,0.79,0.79,0.0,False
RYN,2019-12-31,0.12,0.45,0.46,0.01,False
RYN,2020-12-31,0.07,0.27,0.27,0.0,False
RYN,2021-12-31,0.06,1.08,1.08,0.0,False
RYN,2022-12-31,0.22,0.72,0.73,0.01,False
RYN,2023-12-31,0.84,1.16,1.17,0.01,False
RYN,2024-12-31,2.12,2.33,2.39,0.06,False
RYN,2025-12-31,0.16,3.05,3.03,0.02,False
SABR,2014-12-31,0.16,0.17,0.23,0.06,True
SABR,2015-12-31,0.46,1.96,1.95,0.01,False
SABR,2016-12-31,0.09,0.85,0.86,0.01,False
SABR,2017-12-31,0.3,0.88,0.87,0.01,False
SABR,2018-12-31,0.3,1.21,1.22,0.01,False
SABR,2019-12-31,0.04,0.57,0.57,0.0,False
SABR,2020-12-31,-0.96,-4.42,-4.42,0.0,False
SABR,2021-12-31,-0.59,-2.97,-2.96,0.01,False
SABR,2022-12-31,-0.68,-1.58,-1.4,0.18,True
SABR,2023-12-31,-0.25,-1.57,-1.56,0.01,False
SABR,2024-12-31,-0.19,-0.72,-0.73,0.01,False
SABR,2025-12-31,-0.35,1.07,1.34,0.27,True
SAFE,2014-12-31,-0.33,-0.62,-0.4,0.22,True
SAFE,2015-12-31,0.09,-0.6,-0.62,0.02,False
SAFE,2016-12-31,-0.23,0.31,0.55,0.24,True
SAFE,2017-12-31,-0.09,1.09,1.56,0.47,True
SAFE,2018-12-31,-1.7,-1.09,-0.95,0.14,True
SAFE,2019-12-31,-0.71,3.46,3.73,0.27,True
SAFE,2020-12-31,-0.26,-0.88,-0.87,0.01,False
SAFE,2021-12-31,0.12,1.35,1.51,0.16,True
SAFE,2022-12-31,-1.0,6.29,4.92,1.37,True
SAFE,2023-12-31,0.58,-0.81,-0.82,0.01,False
SAFE,2024-12-31,0.36,1.48,1.48,0.0,False
SAFE,2025-12-31,0.39,1.6,1.59,0.01,False
SAFT,2014-12-31,0.69,3.91,3.91,0.0,False
SAFT,2015-12-31,0.69,-0.95,-0.93,0.02,False
SAFT,2016-12-31,0.79,4.27,4.27,0.0,False
SAFT,2017-12-31,0.74,4.1,4.1,0.0,False
SAFT,2018-12-31,1.19,5.42,5.43,0.01,False
SAFT,2019-12-31,1.82,6.46,6.46,0.0,False
SAFT,2020-12-31,3.63,9.24,9.18,0.06,False
SAFT,2021-12-31,2.26,8.81,8.8,0.01,False
SAFT,2022-12-31,1.67,3.15,3.15,0.0,False
SAFT,2023-12-31,0.83,1.27,1.28,0.01,False
SAFT,2024-12-31,0.55,4.77,4.78,0.01,False
SAFT,2025-12-31,1.36,6.7,6.7,0.0,False
SAH,2014-12-31,0.5,1.84,1.84,0.0,False
SAH,2015-12-31,0.62,1.7,1.7,0.0,False
SAH,2016-12-31,0.83,2.04,2.03,0.01,False
SAH,2017-12-31,1.41,2.11,2.09,0.02,False
SAH,2018-12-31,0.51,1.2,1.2,0.0,False
SAH,2019-12-31,1.04,3.29,3.3,0.01,False
SAH,2020-12-31,1.46,-1.17,-1.21,0.04,False
SAH,2021-12-31,2.25,8.08,8.06,0.02,False
SAH,2022-12-31,-5.12,1.78,2.23,0.45,True
SAH,2023-12-31,1.1,4.96,4.97,0.01,False
SAH,2024-12-31,1.66,6.17,6.18,0.01,False
SAH,2025-12-31,1.34,3.37,3.42,0.05,False
SAIA,2014-12-31,0.53,2.04,2.04,0.0,False
SAIA,2015-12-31,0.45,2.15,2.16,0.01,False
SAIA,2016-12-31,0.4,1.88,1.87,0.01,False
SAIA,2017-12-31,1.82,3.49,3.49,0.0,False
SAIA,2018-12-31,0.97,3.99,3.99,0.0,False
SAIA,2019-12-31,0.81,4.31,4.3,0.01,False
SAIA,2020-12-31,1.51,5.2,5.2,0.0,False
SAIA,2021-12-31,2.76,9.48,9.48,0.0,False
SAIA,2022-12-31,2.66,13.41,13.4,0.01,False
SAIA,2023-12-31,3.33,13.27,13.26,0.01,False
SAIA,2024-12-31,2.84,13.51,13.51,0.0,False
SAIA,2025-12-31,1.77,9.52,9.52,0.0,False
SAIC,2015-01-30,0.76,2.92,2.91,0.01,False
SAIC,2016-01-29,0.6,2.47,2.47,0.0,False
SAIC,2017-02-03,0.79,3.22,3.22,0.0,False
SAIC,2018-02-02,1.17,4.03,4.02,0.01,False
SAIC,2019-02-01,-0.19,3.18,3.11,0.07,False
SAIC,2020-01-31,1.01,3.83,3.83,0.0,False
SAIC,2021-01-29,1.05,3.56,3.56,0.0,False
SAIC,2022-01-28,0.75,4.76,4.77,0.01,False
SAIC,2023-02-03,1.34,5.38,5.38,0.0,False
SAIC,2024-02-02,0.74,8.85,8.88,0.03,False
SAIC,2025-01-31,2.0,7.19,7.17,0.02,False
SAIC,2026-01-30,1.88,7.7,7.7,0.0,False
SAM,2014-12-27,1.41,6.7,6.69,0.01,False
SAM,2015-12-26,1.21,7.24,7.25,0.01,False
SAM,2016-12-31,1.76,6.83,6.79,0.04,False
SAM,2017-12-30,2.57,8.15,8.09,0.06,False
SAM,2018-12-29,1.86,7.83,7.82,0.01,False
SAM,2019-12-28,1.12,9.15,9.16,0.01,False
SAM,2020-12-26,2.64,15.52,15.53,0.01,False
SAM,2021-12-25,-4.13,1.12,1.17,0.05,False
SAM,2022-12-31,-0.92,5.44,5.44,0.0,False
SAM,2023-12-30,-1.48,6.21,6.21,0.0,False
SAM,2024-12-28,-3.38,4.91,5.06,0.15,False
SAM,2025-12-27,-2.12,9.74,9.89,0.15,False
SANM,2015-10-03,3.78,4.5,4.41,0.09,False
SANM,2016-10-01,1.29,2.39,2.38,0.01,False
SANM,2017-09-30,0.33,1.79,1.78,0.01,False
SANM,2018-09-29,0.01,-1.35,-1.37,0.02,False
SANM,2019-09-28,0.27,1.98,1.97,0.01,False
SANM,2020-10-03,0.75,1.99,1.97,0.02,False
SANM,2021-10-02,0.84,4.0,4.01,0.01,False
SANM,2022-10-01,0.97,3.83,4.06,0.23,True
SANM,2023-09-30,1.03,5.18,5.18,0.0,False
SANM,2024-09-28,1.09,3.91,3.91,0.0,False
SANM,2025-09-27,0.88,4.46,4.46,0.0,False
SARO,2025-12-31,0.24,0.83,0.83,0.0,False
SBCF,2014-12-31,-0.05,0.23,0.21,0.02,False
SBCF,2015-12-31,0.18,0.67,0.66,0.01,False
SBCF,2016-12-31,0.28,0.77,0.78,0.01,False
SBCF,2017-12-31,0.28,0.98,0.99,0.01,False
SBCF,2018-12-31,0.31,1.38,1.38,0.0,False
SBCF,2019-12-31,0.52,1.9,1.9,0.0,False
SBCF,2020-12-31,0.53,1.43,1.44,0.01,False
SBCF,2021-12-31,0.62,2.18,2.18,0.0,False
SBCF,2022-12-31,0.33,1.66,1.66,0.0,False
SBCF,2023-12-31,0.35,1.24,1.23,0.01,False
SBCF,2024-12-31,0.4,1.43,1.42,0.01,False
SBCF,2025-12-31,0.35,1.64,1.57,0.07,False
SBH,2015-09-30,0.36,1.49,1.49,0.0,False
SBH,2016-09-30,0.36,1.51,1.5,0.01,False
SBH,2017-09-30,0.27,1.55,1.56,0.01,False
SBH,2018-09-30,0.46,2.08,2.08,0.0,False
SBH,2019-09-30,0.58,2.25,2.26,0.01,False
SBH,2020-09-30,0.62,0.98,0.99,0.01,False
SBH,2021-09-30,0.6,2.1,2.1,0.0,False
SBH,2022-09-30,0.2,1.65,1.66,0.01,False
SBH,2023-09-30,0.39,1.68,1.69,0.01,False
SBH,2024-09-30,0.45,1.43,1.43,0.0,False
SBH,2025-09-30,0.49,1.89,1.89,0.0,False
SBRA,2014-12-31,0.35,0.69,0.78,0.09,True
SBRA,2015-12-31,0.34,1.1,1.11,0.01,False
SBRA,2016-12-31,0.31,0.91,0.92,0.01,False
SBRA,2017-12-31,0.57,1.2,1.4,0.2,True
SBRA,2018-12-31,-0.11,1.51,1.51,0.0,False
SBRA,2019-12-31,0.2,0.34,0.37,0.03,False
SBRA,2020-12-31,0.18,0.67,0.67,0.0,False
SBRA,2021-12-31,-0.11,-0.51,-0.52,0.01,False
SBRA,2022-12-31,-0.37,-0.34,-0.34,0.0,False
SBRA,2023-12-31,0.07,0.05,0.06,0.01,False
SBRA,2024-12-31,0.19,0.53,0.54,0.01,False
SBRA,2025-12-31,0.11,0.64,0.64,0.0,False
SBSI,2018-12-31,0.5,2.11,2.11,0.0,False
SBSI,2019-12-31,0.51,2.2,2.2,0.0,False
SBSI,2020-12-31,0.89,2.48,2.47,0.01,False
SBSI,2021-12-31,0.88,3.47,3.47,0.0,False
SBSI,2022-12-31,0.86,3.26,3.26,0.0,False
SBSI,2023-12-31,0.57,2.81,2.82,0.01,False
SBSI,2024-12-31,0.71,2.91,2.91,0.0,False
SBSI,2025-12-31,0.7,2.29,2.29,0.0,False
SCHL,2015-05-31,8.45,8.77,8.8,0.03,False
SCHL,2016-05-31,0.97,1.07,1.16,0.09,True
SCHL,2017-05-31,1.11,1.44,1.47,0.03,False
SCHL,2018-05-31,0.73,-0.89,-0.14,0.75,True
SCHL,2019-05-31,0.5,0.38,0.43,0.05,False
SCHL,2020-05-31,-0.38,-1.29,-1.27,0.02,False
SCHL,2021-05-31,0.22,-0.33,-0.32,0.01,False
SCHL,2022-05-31,1.38,2.15,2.27,0.12,True
SCHL,2023-05-31,2.14,2.36,2.49,0.13,True
SCHL,2024-05-31,1.22,0.41,0.4,0.01,False
SCHL,2025-05-31,0.6,-0.03,-0.07,0.04,False
SCHL,2026-05-31,0.44,2.33,2.34,0.01,False
SCI,2014-12-31,0.42,0.81,0.81,0.0,False
SCI,2015-12-31,0.36,1.14,1.14,0.0,False
SCI,2016-12-31,0.34,0.9,0.9,0.0,False
SCI,2017-12-31,1.29,2.85,2.84,0.01,False
SCI,2018-12-31,1.04,2.39,2.39,0.0,False
SCI,2019-12-31,0.79,1.99,1.99,0.0,False
SCI,2020-12-31,1.15,2.91,2.88,0.03,False
SCI,2021-12-31,1.23,4.71,4.72,0.01,False
SCI,2022-12-31,0.59,3.51,3.53,0.02,False
SCI,2023-12-31,0.93,3.52,3.53,0.01,False
SCI,2024-12-31,1.04,3.55,3.53,0.02,False
SCI,2025-12-31,1.13,3.8,3.8,0.0,False
SCL,2014-12-31,0.27,2.49,2.49,0.0,False
SCL,2015-12-31,0.56,3.32,3.32,0.0,False
SCL,2016-12-31,0.36,3.73,3.73,0.0,False
SCL,2017-12-31,0.42,3.92,3.92,0.0,False
SCL,2018-12-31,1.16,4.83,4.83,0.0,False
SCL,2019-12-31,0.95,4.43,4.42,0.01,False
SCL,2020-12-31,1.3,5.45,5.45,0.0,False
SCL,2021-12-31,0.73,5.91,5.92,0.01,False
SCL,2022-12-31,0.47,6.37,6.38,0.01,False
SCL,2023-12-31,-0.05,1.75,1.75,0.0,False
SCL,2024-12-31,0.15,2.21,2.2,0.01,False
SCL,2025-12-31,0.22,2.05,2.05,0.0,False
SCSC,2015-06-30,0.57,2.27,2.27,0.0,False
SCSC,2016-06-30,0.5,2.38,2.38,0.0,False
SCSC,2017-06-30,0.74,2.72,2.71,0.01,False
SCSC,2018-06-30,0.4,1.29,1.29,0.0,False
SCSC,2019-06-30,0.45,2.24,2.24,0.0,False
SCSC,2020-06-30,-8.63,-7.66,-7.59,0.07,False
SCSC,2021-06-30,0.92,0.4,0.42,0.02,False
SCSC,2022-06-30,0.78,3.45,3.45,0.0,False
SCSC,2023-06-30,0.75,3.53,3.54,0.01,False
SCSC,2024-06-30,0.65,3.05,3.06,0.01,False
SCSC,2025-06-30,0.88,3.01,3.0,0.01,False
SCSC,2026-06-30,1.24,3.66,3.64,0.02,False
SDGR,2020-12-31,-0.18,-0.52,-0.41,0.11,True
SDGR,2021-12-31,-0.43,-1.41,-1.42,0.01,False
SDGR,2022-12-31,-0.38,-2.09,-2.1,0.01,False
SDGR,2023-12-31,-0.39,0.56,0.54,0.02,False
SDGR,2024-12-31,-0.55,-2.57,-2.57,0.0,False
SDGR,2025-12-31,0.44,-1.42,-1.41,0.01,False
SEDG,2016-06-30,0.39,1.73,1.73,0.0,False
SEDG,2017-12-31,0.42,1.85,1.85,0.0,False
SEDG,2018-12-31,0.27,2.69,2.69,0.0,False
SEDG,2019-12-31,1.04,2.9,2.9,0.0,False
SEDG,2020-12-31,0.33,2.67,2.66,0.01,False
SEDG,2021-12-31,0.7,3.03,3.06,0.03,False
SEDG,2022-12-31,0.33,1.62,1.65,0.03,False
SEDG,2023-12-31,-3.03,0.27,0.6,0.33,True
SEDG,2024-12-31,-5.44,-31.63,-31.64,0.01,False
SEDG,2025-12-31,-2.21,-6.88,-6.88,0.0,False
SEI,2018-12-31,0.49,1.61,1.59,0.02,False
SEIC,2014-12-31,0.45,1.85,1.85,0.0,False
SEIC,2015-12-31,0.48,1.96,1.96,0.0,False
SEIC,2016-12-31,0.55,2.04,2.03,0.01,False
SEIC,2017-12-31,0.75,2.5,2.49,0.01,False
SEIC,2018-12-31,0.73,3.14,3.14,0.0,False
SEIC,2019-12-31,0.84,3.25,3.24,0.01,False
SEIC,2020-12-31,0.86,3.01,3.0,0.01,False
SEIC,2021-12-31,1.03,3.82,3.81,0.01,False
SEIC,2022-12-31,0.83,3.45,3.46,0.01,False
SEIC,2023-12-31,0.91,3.46,3.46,0.0,False
SEIC,2024-12-31,1.19,4.42,4.41,0.01,False
SEIC,2025-12-31,1.38,5.63,5.63,0.0,False
SEZL,2021-12-31,-0.13,-0.38,-0.38,0.0,False
SEZL,2022-12-31,0.0,-0.19,-0.18,0.01,False
SEZL,2024-12-31,4.2,13.09,13.13,0.04,False
SF,2014-12-31,0.58,2.31,2.31,0.0,False
SF,2015-12-31,0.14,1.19,1.18,0.01,False
SF,2016-12-31,0.3,1.0,1.0,0.0,False
SF,2017-12-31,-0.05,2.15,2.14,0.01,False
SF,2018-12-31,1.38,4.73,4.73,0.0,False
SF,2019-12-31,1.62,5.49,5.49,0.0,False
SF,2021-12-31,2.12,6.66,6.66,0.0,False
SF,2022-12-31,1.43,5.32,5.32,0.0,False
SF,2023-12-31,1.38,4.28,4.28,0.0,False
SF,2024-12-31,2.08,6.23,6.25,0.02,False
SF,2025-12-31,2.3,5.87,5.87,0.0,False
SFBS,2015-12-31,0.02,1.66,2.39,0.73,True
SFBS,2017-12-31,0.39,1.73,1.72,0.01,False
SFBS,2018-12-31,0.67,2.53,2.53,0.0,False
SFBS,2019-12-31,0.76,2.76,2.76,0.0,False
SFBS,2020-12-31,0.94,3.13,3.13,0.0,False
SFBS,2021-12-31,0.99,3.82,3.82,0.0,False
SFBS,2022-12-31,1.24,4.61,4.61,0.0,False
SFBS,2023-12-31,0.77,3.79,3.79,0.0,False
SFBS,2024-12-31,1.19,4.16,4.16,0.0,False
SFBS,2025-12-31,1.58,5.06,5.06,0.0,False
SFM,2014-12-28,0.11,0.7,0.7,0.0,False
SFM,2016-01-03,0.18,0.83,0.83,0.0,False
SFM,2017-01-01,0.12,0.83,0.83,0.0,False
SFM,2017-12-31,0.29,1.14,1.15,0.01,False
SFM,2018-12-30,0.1,1.21,1.22,0.01,False
SFM,2019-12-29,0.27,1.25,1.25,0.0,False
SFM,2021-01-03,0.58,2.44,2.43,0.01,False
SFM,2022-01-02,0.32,2.1,2.1,0.0,False
SFM,2023-01-01,0.42,2.39,2.39,0.0,False
SFM,2023-12-31,0.49,2.51,2.5,0.01,False
SFM,2024-12-29,0.79,3.76,3.75,0.01,False
SFM,2025-12-28,0.92,5.3,5.31,0.01,False
SFNC,2014-12-31,0.7,2.09,2.11,0.02,False
SFNC,2015-12-31,0.78,2.56,2.63,0.07,False
SFNC,2016-12-31,0.84,3.12,3.13,0.01,False
SFNC,2017-12-31,0.22,2.53,1.33,1.2,True
SFNC,2019-12-31,0.48,2.41,2.41,0.0,False
SFNC,2020-12-31,0.48,2.3,2.31,0.01,False
SFNC,2021-12-31,0.42,2.47,2.46,0.01,False
SFNC,2022-12-31,0.65,2.07,2.06,0.01,False
SFNC,2023-12-31,0.19,1.38,1.38,0.0,False
SFNC,2024-12-31,0.38,1.21,1.21,0.0,False
SFNC,2025-12-31,0.54,-2.77,-2.95,0.18,True
SGI,2014-12-31,0.73,1.73,1.75,0.02,False
SGI,2015-12-31,-0.18,1.18,1.17,0.01,False
SGI,2016-12-31,1.11,3.41,3.38,0.03,False
SGI,2017-12-31,0.88,2.76,2.77,0.01,False
SGI,2018-12-31,0.22,1.83,1.82,0.01,False
SGI,2019-12-31,0.85,3.41,3.42,0.01,False
SGI,2021-12-31,0.88,3.06,3.06,0.0,False
SGI,2022-12-31,0.57,2.52,2.53,0.01,False
SGI,2023-12-31,0.43,2.07,2.08,0.01,False
SGI,2024-12-31,0.4,2.16,2.16,0.0,False
SGI,2025-12-31,0.66,1.79,1.84,0.05,False
SHAK,2019-12-25,-0.06,0.62,0.61,0.01,False
SHAK,2020-12-30,-0.5,-1.11,-1.14,0.03,False
SHAK,2021-12-29,-0.34,-0.34,-0.22,0.12,True
SHAK,2022-12-28,-0.27,-0.61,-0.61,0.0,False
SHAK,2023-12-27,0.15,0.46,0.48,0.02,False
SHAK,2024-12-25,0.16,0.18,0.24,0.06,True
SHAK,2025-12-31,0.28,1.09,1.09,0.0,False
SHC,2021-12-31,0.13,0.42,0.41,0.01,False
SHC,2022-12-31,-1.14,-0.83,-0.83,0.0,False
SHC,2023-12-31,0.13,0.17,0.18,0.01,False
SHC,2024-12-31,0.04,0.15,0.16,0.01,False
SHC,2025-12-31,0.12,0.27,0.27,0.0,False
SHEN,2014-12-31,0.35,1.39,1.39,0.0,False
SHEN,2016-12-31,-0.0,-0.02,-0.02,0.0,False
SHEN,2017-12-31,1.18,1.3,1.33,0.03,False
SHEN,2018-12-31,0.3,0.93,0.93,0.0,False
SHEN,2019-12-31,0.27,1.1,1.1,0.0,False
SHEN,2020-12-31,0.99,2.54,2.53,0.01,False
SHEN,2021-12-31,0.02,19.93,19.92,0.01,False
SHEN,2022-12-31,-0.04,-0.16,-0.17,0.01,False
SHEN,2023-12-31,0.05,0.16,0.16,0.0,False
SHEN,2024-12-31,-0.02,3.82,3.54,0.28,True
SHEN,2025-12-31,-0.13,-0.71,-0.71,0.0,False
SHO,2020-12-31,-0.19,-1.92,-1.93,0.01,False
SHO,2021-12-31,0.62,0.07,0.06,0.01,False
SHO,2022-12-31,0.07,0.35,0.34,0.01,False
SHO,2023-12-31,0.6,0.93,0.93,0.0,False
SHO,2024-12-31,-0.02,0.14,0.14,0.0,False
SHO,2025-12-31,0.02,0.04,0.04,0.0,False
SHOO,2014-12-31,0.34,1.76,1.76,0.0,False
SHOO,2015-12-31,0.43,1.85,1.85,0.0,False
SHOO,2016-12-31,0.48,1.97,2.03,0.06,False
SHOO,2017-12-31,0.43,2.05,2.04,0.01,False
SHOO,2019-12-31,0.21,1.69,1.69,0.0,False
SHOO,2020-12-31,0.29,-0.23,-0.23,0.0,False
SHOO,2021-12-31,0.81,2.34,2.34,0.0,False
SHOO,2022-12-31,0.42,2.77,2.77,0.0,False
SHOO,2023-12-31,0.5,2.31,2.3,0.01,False
SHOO,2024-12-31,0.53,2.39,2.35,0.04,False
SHOO,2025-12-31,0.36,0.66,0.63,0.03,False
SIG,2015-01-31,2.84,4.74,4.75,0.01,False
SIG,2016-01-30,3.43,5.88,5.87,0.01,False
SIG,2017-01-28,3.85,6.98,7.08,0.1,False
SIG,2018-02-03,5.24,7.4,7.44,0.04,False
SIG,2019-02-02,-2.25,-12.03,-12.62,0.59,False
SIG,2020-02-01,3.43,1.38,1.4,0.02,False
SIG,2021-01-30,4.84,-0.83,-0.94,0.11,True
SIG,2022-01-29,4.92,12.2,12.22,0.02,False
SIG,2023-01-28,4.12,5.41,6.64,1.23,True
SIG,2024-02-03,10.17,13.41,15.01,1.6,True
SIG,2025-02-01,2.36,-0.7,-0.81,0.11,True
SIG,2026-01-31,6.04,7.09,7.08,0.01,False
SIGI,2014-12-31,0.72,2.47,2.47,0.0,False
SIGI,2015-12-31,0.78,2.86,2.85,0.01,False
SIGI,2016-12-31,0.67,2.7,2.7,0.0,False
SIGI,2017-12-31,0.51,2.85,2.84,0.01,False
SIGI,2018-12-31,0.77,3.01,3.0,0.01,False
SIGI,2019-12-31,1.36,4.52,4.53,0.01,False
SIGI,2020-12-31,2.11,4.09,4.09,0.0,False
SIGI,2021-12-31,1.59,6.52,6.5,0.02,False
SIGI,2022-12-31,1.38,3.54,3.54,0.0,False
SIGI,2023-12-31,2.01,5.83,5.84,0.01,False
SIGI,2024-12-31,1.51,3.21,3.23,0.02,False
SIGI,2025-12-31,2.52,7.49,7.49,0.0,False
SIRI,2014-12-31,0.02,0.08,0.08,0.0,False
SIRI,2015-12-31,0.03,0.1,0.09,0.01,False
SIRI,2016-12-31,0.04,0.14,0.15,0.01,False
SIRI,2017-12-31,-0.01,0.13,0.14,0.01,False
SIRI,2018-12-31,0.06,0.25,0.26,0.01,False
SIRI,2019-12-31,0.05,0.19,0.2,0.01,False
SIRI,2020-12-31,-0.16,0.02,0.03,0.01,False
SIRI,2021-12-31,0.08,0.31,0.32,0.01,False
SIRI,2022-12-31,0.09,0.3,0.31,0.01,False
SIRI,2023-12-31,0.09,0.32,0.32,0.0,False
SIRI,2025-12-31,0.24,2.24,2.23,0.01,False
SITM,2020-12-31,0.12,-0.62,-0.58,0.04,False
SITM,2021-12-31,0.81,1.37,1.53,0.16,True
SITM,2022-12-31,-0.07,1.03,1.03,0.0,False
SITM,2023-12-31,-0.89,-3.63,-3.63,0.0,False
SITM,2024-12-31,-0.8,-4.05,-4.05,0.0,False
SITM,2025-12-31,0.35,-1.81,-1.72,0.09,True
SKY,2016-05-31,0.16,0.2,0.2,0.0,False
SKY,2017-05-31,0.26,-0.01,0.0,0.01,False
SKY,2019-03-30,0.17,-1.08,-1.09,0.01,False
SKY,2020-03-28,0.11,1.03,1.02,0.01,False
SKY,2021-04-03,0.59,1.49,1.49,0.0,False
SKY,2022-04-02,1.51,4.33,4.33,0.0,False
SKY,2023-04-01,1.0,6.99,7.0,0.01,False
SKY,2024-03-30,0.05,2.54,2.53,0.01,False
SKY,2025-03-29,0.63,3.42,3.42,0.0,False
SKY,2026-03-28,0.53,3.66,3.66,0.0,False
SKYW,2014-12-31,-0.55,-0.49,-0.47,0.02,False
SKYW,2015-12-31,0.78,2.28,2.27,0.01,False
SKYW,2016-12-31,-5.48,-3.4,-3.14,0.26,True
SKYW,2017-12-31,5.46,8.07,8.08,0.01,False
SKYW,2018-12-31,1.28,5.31,5.3,0.01,False
SKYW,2019-12-31,1.43,6.62,6.62,0.0,False
SKYW,2020-12-31,-0.94,-0.2,-0.17,0.03,False
SKYW,2021-12-31,0.09,2.21,2.2,0.01,False
SKYW,2022-12-31,-0.93,1.45,1.44,0.01,False
SKYW,2023-12-31,0.42,0.87,0.77,0.1,True
