ticker,cik,fy_end,fy_10k_accn,fy_10k_filed,restated_fields,n_restated_items,restated_detail,direct_q4_eps,direct_q4_net_income,direct_q4_revenue,eps_concept,net_income_concept,revenue_concept,press_release_q4_eps,stored_q4_eps,stored_q4_net_income,stored_q4_revenue,match_eps,match_net_income,match_revenue,in_store,bucket,bucket_store_final_2
MTSI,1493594,2014-10-03,0001193125-14-437842,2014-12-09,"eps,net_income",2,net_income 2014-01-03: 10-Q -6.499e+06 -> 10-K -8.921e+06; eps 2014-01-03: 10-Q -0.14 -> 10-K -0.19,0.3,14537000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.31,14537000.0,114317000.0,yes,yes,n/a,True,ok,ok
MTUS,1598428,2016-12-31,0001598428-17-000026,2017-03-16,"eps,net_income",6,net_income 2016-03-31: 10-Q -1.36e+07 -> 10-K -9.7e+06; net_income 2016-06-30: 10-Q -1.05e+07 -> 10-K -6.6e+06; net_income 2016-09-30: 10-Q -1.66e+07 -> 10-K -2.22e+07; eps 2016-03-31: 10-Q -0.31 -> 10-K -0.22; eps 2016-06-30: 10-Q -0.24 -> 10-K -0.15; eps 2016-09-30: 10-Q -0.38 -> 10-K -0.5,-1.52,-67000000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-1.52,-67000000.0,,yes,yes,n/a,True,ok,ok
MTUS,1598428,2019-12-31,0001598428-20-000017,2020-02-25,"eps,net_income",5,net_income 2019-03-31: 10-Q 4.2e+06 -> 10-K 3.5e+06; net_income 2019-06-30: 10-Q -4.4e+06 -> 10-K -1.19e+07; net_income 2019-09-30: 10-Q -4.6e+06 -> 10-K -1.7e+07; eps 2019-06-30: 10-Q -0.1 -> 10-K -0.27; eps 2019-09-30: 10-Q -0.1 -> 10-K -0.38,-1.89,-84600000.0,226900000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-1.91,-84600000.0,226900000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
MTZ,15615,2014-12-31,0000015615-15-000053,2015-07-31,"eps,net_income,revenue",7,revenue 2014-03-31: 10-Q 9.64029e+08 -> 10-K 9.57818e+08; net_income 2014-03-31: 10-Q 1.6023e+07 -> 10-K 1.2097e+07; net_income 2014-06-30: 10-Q 3.205e+07 -> 10-K 3.3725e+07; net_income 2014-09-30: 10-Q 4.5271e+07 -> 10-K 4.8986e+07; eps 2014-03-31: 10-Q 0.19 -> 10-K 0.14; eps 2014-06-30: 10-Q 0.37 -> 10-K 0.39; eps 2014-09-30: 10-Q 0.53 -> 10-K 0.57,0.25,21100000.0,1231300000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.25,21115000.0,1233623000.0,yes,yes,yes,True,ok,ok
MUSA,1573516,2015-12-31,0001573516-16-000051,2016-02-26,revenue,2,revenue 2015-03-31: 10-Q 2.96252e+09 -> 10-K 2.9207e+09; revenue 2015-06-30: 10-Q 3.51722e+09 -> 10-K 3.468e+09,1.58,66700000.0,2928200000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.59,66686000.0,2928204000.0,yes,yes,yes,True,ok,ok
MXL,1288469,2016-12-31,0001288469-17-000004,2017-02-09,"eps,net_income",2,net_income 2016-03-31: 10-Q 1.9116e+07 -> 10-K 2.0681e+07; eps 2016-03-31: 10-Q 0.29 -> 10-K 0.31,0.12,8348000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.12,8348000.0,87136000.0,yes,yes,n/a,True,ok,ok
NEOG,711377,2014-05-31,0001193125-14-286974,2014-07-30,eps,1,eps 2013-08-31: 10-Q 0.32 -> 10-K 0.21,0.2,7537000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.2,7537000.0,67262000.0,yes,yes,n/a,True,ok,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
NEOG,711377,2017-05-31,0001193125-17-240208,2017-07-28,net_income,1,net_income 2016-08-31: 10-Q 9.881e+06 -> 10-K 9.934e+06,0.32,12491000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.32,12473000.0,98847000.0,yes,yes,n/a,True,ok,ok
NGVT,1653477,2015-12-31,0001653477-17-000029,2017-03-02,"eps,net_income",5,net_income 2015-03-31: 10-Q 2.3e+07 -> 10-K 2.2e+07; net_income 2015-06-30: 10-Q 2.59e+07 -> 10-K 2.53e+07; net_income 2015-09-30: 10-Q 2.34e+07 -> 10-K 2.38e+07; eps 2015-03-31: 10-Q 0.55 -> 10-K 0.52; eps 2015-06-30: 10-Q 0.62 -> 10-K 0.6,0.2,8600000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,,,,stored_missing,stored_missing,n/a,False,q4_row_not_in_store,q4_row_not_in_store
NGVT,1653477,2016-12-31,0001653477-17-000029,2017-03-02,"eps,net_income",4,net_income 2016-03-31: 10-Q 8.2e+06 -> 10-K 9.2e+06; net_income 2016-06-30: 10-Q 2.37e+07 -> 10-K 2.41e+07; net_income 2016-09-30: 10-Q -7.1e+06 -> 10-K -7.2e+06; eps 2016-03-31: 10-Q 0.2 -> 10-K 0.22,0.22,9100000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.21,9100000.0,,yes,yes,n/a,True,ok,ok
NHC,1047335,2019-12-31,0001437749-20-003248,2020-02-21,eps,1,eps 2019-06-30: 10-Q 0.89 -> 10-K 89,0.89,,253880000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.89,13770000.0,253880000.0,yes,n/a,yes,True,ok,ok
NJR,356309,2016-09-30,0000356309-16-000283,2016-11-22,"eps,net_income",2,net_income 2015-12-31: 10-Q 4.8647e+07 -> 10-K 5.0281e+07; eps 2015-12-31: 10-Q 0.56 -> 10-K 0.58,0.29,25400000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.29,25400000.0,469241000.0,yes,yes,n/a,True,ok,ok
NSIT,932696,2018-12-31,0001564590-19-003901,2019-02-22,"net_income,revenue",2,revenue 2018-03-31: 10-Q 1.7629e+09 -> 10-K 1.74249e+09; net_income 2018-03-31: 10-Q 3.2745e+07 -> 10-K 3.3003e+07,1.31,47041000.0,1749046000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.31,47041000.0,1749046000.0,yes,yes,yes,True,ok,ok
NVDA,1045810,2017-01-29,0001045810-17-000027,2017-03-01,"eps,net_income",3,net_income 2016-05-01: 10-Q 1.96e+08 -> 10-K 2.08e+08; net_income 2016-07-31: 10-Q 2.53e+08 -> 10-K 2.61e+08; eps 2016-05-01: 10-Q 0.33 -> 10-K 0.35,0.99,655000000.0,2173000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.92,655000000.0,2173000000.0,no,yes,yes,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
NVST,1757073,2021-12-31,0001757073-22-000010,2022-02-24,eps,3,eps 2021-04-02: 10-Q 0.41 -> 10-K 0.35; eps 2021-07-02: 10-Q 0.51 -> 10-K 0.44; eps 2021-10-01: 10-Q 0.52 -> 10-K 0.45,0.24,,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.48,85800000.0,651800000.0,no,n/a,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
NXRT,1620393,2017-12-31,0001564590-18-002112,2018-02-15,eps,2,eps 2017-03-31: 10-Q 0.17 -> 10-K -0.17; eps 2017-09-30: 10-Q 2.51 -> 10-K 2.53,-0.21,-4330000.0,34913000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.2,-4330000.0,34913000.0,yes,yes,yes,True,ok,ok
OPCH,1014739,2017-12-31,0001628280-18-003541,2018-03-26,net_income,3,net_income 2017-03-31: 10-Q -1.9428e+07 -> 10-K -1.9719e+07; net_income 2017-06-30: 10-Q -2.9198e+07 -> 10-K -2.9523e+07; net_income 2017-09-30: 10-Q -1.2517e+07 -> 10-K -1.2992e+07,,-1962000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.04,-1962000.0,,n/a,yes,n/a,True,ok,ok
OPCH,1014739,2019-12-31,0001014739-20-000013,2020-03-05,net_income,2,net_income 2019-03-31: 10-Q -1.0282e+07 -> 10-K -3.712e+06; net_income 2019-06-30: 10-Q -1.5666e+07 -> 10-K -1.3603e+07,,-15811000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.08,-15811000.0,720779000.0,n/a,yes,n/a,True,ok,ok
ORA,1296445,2015-12-31,0001437749-16-026139,2016-02-26,eps,1,eps 2015-09-30: 10-Q 1.47 -> 10-K 1.41,0.46,22988000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.49,22988000.0,171074000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
ORI,74260,2020-12-31,0000074260-21-000021,2021-03-01,revenue,3,revenue 2020-03-31: 10-Q 7.015e+08 -> 10-K 7.64e+08; revenue 2020-06-30: 10-Q 1.9706e+09 -> 10-K 2.027e+09; revenue 2020-09-30: 10-Q 1.8838e+09 -> 10-K 1.9517e+09,1.74,519700000.0,2423200000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.73,519700000.0,2423300000.0,yes,yes,yes,True,ok,ok
PAHC,1069899,2015-06-30,0001571049-15-007431,2015-09-10,"eps,net_income",6,net_income 2014-09-30: 10-Q 2.0481e+07 -> 10-K 1.8932e+07; net_income 2014-12-31: 10-Q 1.5405e+07 -> 10-K 1.4248e+07; net_income 2015-03-31: 10-Q 1.9425e+07 -> 10-K 1.6696e+07; eps 2014-09-30: 10-Q 0.52 -> 10-K 0.48; eps 2014-12-31: 10-Q 0.39 -> 10-K 0.36; eps 2015-03-31: 10-Q 0.49 -> 10-K 0.42,0.26,10404000.0,184950000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.26,10404000.0,184950000.0,yes,yes,yes,True,ok,ok
PANW,1327567,2017-07-31,0001327567-17-000027,2017-09-07,net_income,1,net_income 2016-10-31: 10-Q -6.18e+07 -> 10-K -5.69e+07,,-38200000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.42,-38200000.0,509100000.0,n/a,yes,n/a,True,ok,ok
PATK,76605,2016-12-31,0000076605-17-000036,2017-02-28,"eps,net_income",3,net_income 2016-03-27: 10-Q 1.2033e+07 -> 10-K 1.2975e+07; net_income 2016-06-26: 10-Q 1.6703e+07 -> 10-K 1.6969e+07; eps 2016-03-27: 10-Q 0.8 -> 10-K 0.85,0.89,13560000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.89,13608000.0,,yes,yes,n/a,True,ok,ok
PBI,78814,2018-12-31,0000078814-19-000004,2019-02-20,revenue,2,revenue 2018-03-31: 10-Q 9.83182e+08 -> 10-K 8.80948e+08; revenue 2018-06-30: 10-Q 6.40003e+08 -> 10-K 8.61436e+08,0.24,44985000.0,947140000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.24,44985000.0,947140000.0,yes,yes,yes,True,ok,ok
PBI,78814,2019-12-31,0000078814-20-000009,2020-02-20,revenue,2,revenue 2019-03-31: 10-Q 8.68402e+08 -> 10-K 7.95084e+08; revenue 2019-06-30: 10-Q 8.60779e+08 -> 10-K 7.88573e+08,1.03,176696000.0,831343000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.01,176696000.0,831343000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
PDFS,1120914,2016-12-31,0001437749-17-004058,2017-03-09,net_income,2,net_income 2016-06-30: 10-Q 2.214e+06 -> 10-K 2.133e+06; net_income 2016-09-30: 10-Q 1.89e+06 -> 10-K 1.984e+06,0.09,2925000.0,28433000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.09,2924000.0,28433000.0,yes,yes,yes,True,ok,ok
PEGA,1013857,2016-12-31,0001193125-17-056299,2017-02-24,"eps,net_income",4,net_income 2016-03-31: 10-Q 9.005e+06 -> 10-K 1.04e+07; net_income 2016-06-30: 10-Q 3.647e+06 -> 10-K 4.536e+06; net_income 2016-09-30: 10-Q 2.418e+06 -> 10-K 3.301e+06; eps 2016-03-31: 10-Q 0.11 -> 10-K 0.13,0.11,8749000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.11,8749000.0,199610000.0,yes,yes,n/a,True,ok,ok
PEN,1321732,2016-12-31,0001321732-17-000084,2017-02-28,"eps,net_income",6,net_income 2016-03-31: 10-Q 780000 -> 10-K 2.291e+06; net_income 2016-06-30: 10-Q 185000 -> 10-K 3.013e+06; net_income 2016-09-30: 10-Q -1.106e+06 -> 10-K 1.1906e+07; eps 2016-03-31: 10-Q 0.02 -> 10-K 0.07; eps 2016-06-30: 10-Q 0.01 -> 10-K 0.09; eps 2016-09-30: 10-Q -0.04 -> 10-K 0.35,,,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,-2396000.0,73105000.0,n/a,n/a,n/a,True,no_direct_fact,no_direct_fact
PENN,921738,2015-12-31,0001047469-16-011168,2016-03-15,"eps,net_income",4,net_income 2015-03-31: 10-Q 1.0996e+07 -> 10-K 1.869e+06; net_income 2015-06-30: 10-Q 1.6886e+07 -> 10-K 2.983e+06; eps 2015-03-31: 10-Q 0.12 -> 10-K 0.02; eps 2015-06-30: 10-Q 0.19 -> 10-K 0.03,-0.11,-9066000.0,733967000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.09,-9066000.0,733967000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
PGNY,1551306,2020-12-31,0001558370-21-002082,2021-03-01,net_income,3,net_income 2020-03-31: 10-Q 4.057e+06 -> 10-K 3.629e+06; net_income 2020-06-30: 10-Q -1.812e+06 -> 10-K -1.064e+06; net_income 2020-09-30: 10-Q 5.355e+06 -> 10-K 4.822e+06,0.39,39072000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.35,39072000.0,100301000.0,no,yes,n/a,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
PIPR,1230245,2019-12-31,0001230245-20-000031,2020-02-28,revenue,1,revenue 2019-03-31: 10-Q 1.94475e+08 -> 10-K 1.85185e+08,2.7,38658000.0,282791000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,2.67,38658000.0,282791000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
PRDO,1046568,2014-12-31,0001193125-15-075170,2015-03-03,revenue,3,revenue 2014-03-31: 10-Q 2.43105e+08 -> 10-K 1.98154e+08; revenue 2014-06-30: 10-Q 2.29292e+08 -> 10-K 1.86172e+08; revenue 2014-09-30: 10-Q 2.27452e+08 -> 10-K 1.82825e+08,,-25488000.0,174207000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.38,-25488000.0,174207000.0,n/a,yes,yes,True,ok,ok
PRDO,1046568,2015-12-31,0001564590-16-013719,2016-02-29,revenue,3,revenue 2015-03-31: 10-Q 1.82302e+08 -> 10-K 2.27014e+08; revenue 2015-06-30: 10-Q 1.7478e+08 -> 10-K 2.16828e+08; revenue 2015-09-30: 10-Q 1.62074e+08 -> 10-K 2.03484e+08,2.08,142724000.0,199947000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,2.04,142724000.0,199947000.0,no,yes,yes,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
PRG,1808834,2019-12-31,0001808834-21-000012,2021-02-26,revenue,1,revenue 2019-09-30: 10-Q 9.63808e+08 -> 10-K 5.37536e+08,-1.6,-107057000.0,568652000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,stored_missing,stored_missing,stored_missing,False,q4_row_not_in_store,q4_row_not_in_store
PRG,1808834,2020-12-31,0001808834-21-000012,2021-02-26,revenue,1,revenue 2020-09-30: 10-Q 1.0523e+09 -> 10-K 6.11337e+08,0.6,40818000.0,605652000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.6,40818000.0,605652000.0,yes,yes,yes,True,ok,ok
QLYS,1107843,2014-12-31,0001107843-15-000003,2015-03-06,net_income,3,net_income 2014-03-31: 10-Q -440000 -> 10-K -431000; net_income 2014-06-30: 10-Q 1.706e+06 -> 10-K 1.657e+06; net_income 2014-09-30: 10-Q 3.208e+06 -> 10-K 3.105e+06,0.69,25913000.0,36573000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.69,25913000.0,36573000.0,yes,yes,yes,True,ok,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
QRVO,1604778,2015-03-28,0001604778-15-000051,2015-05-27,net_income,2,net_income 2014-06-28: 10-Q 0 -> 10-K 3.8647e+07; net_income 2014-09-27: 10-Q 0 -> 10-K 6.3311e+07,0.04,6482000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.07,6482000.0,634892000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
RCL,884887,2016-12-31,0000884887-17-000020,2017-02-23,eps,1,eps 2016-09-30: 10-Q 3.21 -> 10-K 1.03,1.21,261086000.0,1909603000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.21,261086000.0,1909603000.0,yes,yes,yes,True,ok,ok
RDNT,790526,2018-12-31,0001628280-19-003087,2019-03-18,revenue,3,revenue 2018-03-31: 10-Q 2.04168e+08 -> 10-K 2.31392e+08; revenue 2018-06-30: 10-Q 2.19416e+08 -> 10-K 2.44395e+08; revenue 2018-09-30: 10-Q 2.17552e+08 -> 10-K 2.42148e+08,0.59,29136000.0,257211000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.59,29136000.0,257211000.0,yes,yes,yes,True,ok,ok
REXR,1571283,2014-12-31,0001564590-15-001415,2015-03-09,net_income,3,net_income 2014-03-31: 10-Q 1.277e+06 -> 10-K 1.261e+06; net_income 2014-06-30: 10-Q 73000 -> 10-K 49000; net_income 2014-09-30: 10-Q -599000 -> 10-K -623000,,107000.0,19858000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.0,225000.0,19858000.0,n/a,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
REXR,1571283,2015-12-31,0001571283-16-000008,2016-02-25,net_income,1,net_income 2015-03-31: 10-Q 81000 -> 10-K 27000,,945000.0,26164000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.02,1168000.0,26164000.0,n/a,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
REXR,1571283,2016-12-31,0001571283-17-000011,2017-02-23,net_income,3,net_income 2016-03-31: 10-Q 1.425e+06 -> 10-K 1.347e+06; net_income 2016-06-30: 10-Q 1.2374e+07 -> 10-K 1.2299e+07; net_income 2016-09-30: 10-Q 2.998e+06 -> 10-K 2.267e+06,0.1,6928000.0,34777000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.11,8329000.0,34777000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ROCK,912562,2016-12-31,0000912562-17-000008,2017-02-21,net_income,2,net_income 2016-03-31: 10-Q 6.493e+06 -> 10-K 9.029e+06; net_income 2016-06-30: 10-Q 1.6989e+07 -> 10-K 1.8612e+07,,-7752000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.24,-7752000.0,238471000.0,n/a,yes,n/a,True,ok,ok
ROCK,912562,2020-12-31,0000912562-21-000007,2021-02-25,revenue,3,revenue 2020-03-31: 10-Q 2.49439e+08 -> 10-K 2.15401e+08; revenue 2020-06-30: 10-Q 2.85814e+08 -> 10-K 2.55184e+08; revenue 2020-09-30: 10-Q 3.29665e+08 -> 10-K 2.96792e+08,,-8545000.0,265201000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.26,-8545000.0,265201000.0,n/a,yes,yes,True,ok,ok
RRX,82811,2015-01-03,0000082811-15-000014,2015-03-04,eps,3,eps 2014-03-29: 10-Q 0.96 -> 10-K 960000; eps 2014-06-28: 10-Q 1.24 -> 10-K 1.24e+06; eps 2014-09-27: 10-Q 1.05 -> 10-K 1.05e+06,-2610000.0,-116500000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-2.58,-116500000.0,775700000.0,no,yes,n/a,True,DIRECT_FACT_UNRELIABLE (scaled EPS tag),DIRECT_FACT_UNRELIABLE (scaled EPS tag)
RYN,52827,2014-12-31,0000052827-15-000006,2015-03-02,"eps,net_income",4,net_income 2014-03-31: 10-Q 4.3375e+07 -> 10-K 4.1426e+07; net_income 2014-06-30: 10-Q 1.8385e+07 -> 10-K 1.6353e+07; eps 2014-03-31: 10-Q 0.34 -> 10-K 0.32; eps 2014-06-30: 10-Q 0.14 -> 10-K 0.12,0.07,8857000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.07,8857000.0,147360000.0,yes,yes,n/a,True,ok,ok
SABR,1597033,2014-12-31,0001564590-15-001223,2015-03-03,revenue,3,revenue 2014-03-31: 10-Q 7.5541e+08 -> 10-K 6.66415e+08; revenue 2014-06-30: 10-Q 7.17573e+08 -> 10-K 6.4638e+08; revenue 2014-09-30: 10-Q 7.56303e+08 -> 10-K 6.7248e+08,0.17,46400000.0,646142000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.16,46400000.0,646142000.0,yes,yes,yes,True,ok,ok
SAFE,1095651,2017-12-31,0001095651-18-000004,2018-02-26,revenue,1,revenue 2017-03-31: 10-Q 1.13563e+08 -> 10-K 1.08319e+08,,,103144000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.09,3214000.0,103144000.0,n/a,n/a,yes,True,ok,ok
SAFE,1095651,2021-12-31,0001095651-22-000004,2022-02-25,revenue,3,revenue 2021-03-31: 10-Q 1.1326e+08 -> 10-K 5.9984e+07; revenue 2021-06-30: 10-Q 1.05588e+08 -> 10-K 5.4254e+07; revenue 2021-09-30: 10-Q 1.95485e+08 -> 10-K 1.43632e+08,0.11,,50760000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.12,12951000.0,50760000.0,yes,n/a,yes,True,ok,ok
SAIC,1571123,2020-01-31,0001571123-20-000013,2020-03-27,net_income,2,net_income 2019-05-03: 10-Q 5.5e+07 -> 10-K 5.6e+07; net_income 2019-11-01: 10-Q 5.5e+07 -> 10-K 5.6e+07,1.01,60000000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.01,59000000.0,1540000000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
SCL,94049,2016-12-31,0001564590-17-002324,2017-02-24,"eps,net_income",5,net_income 2016-03-31: 10-Q 2.7654e+07 -> 10-K 2.7916e+07; net_income 2016-06-30: 10-Q 2.7865e+07 -> 10-K 2.8496e+07; net_income 2016-09-30: 10-Q 2.0427e+07 -> 10-K 2.1362e+07; eps 2016-06-30: 10-Q 1.21 -> 10-K 1.24; eps 2016-09-30: 10-Q 0.89 -> 10-K 0.92,0.36,8417000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.36,8417000.0,420636000.0,yes,yes,n/a,True,ok,ok
SFBS,1430723,2016-12-31,0001144204-17-011710,2017-02-28,eps,1,eps 2016-03-31: 10-Q 0.66 -> 10-K 0.37,0.4,,,EarningsPerShareDiluted,NetIncomeLoss,,,,21738000.0,55148000.0,stored_missing,n/a,n/a,True,no_direct_fact,no_direct_fact
SHEN,354963,2018-12-31,0001628280-19-002261,2019-02-28,"eps,net_income,revenue",6,revenue 2018-03-31: 10-Q 1.51732e+08 -> 10-K 1.54138e+08; revenue 2018-06-30: 10-Q 1.5403e+08 -> 10-K 1.56501e+08; net_income 2018-03-31: 10-Q 4.829e+06 -> 10-K 6.583e+06; net_income 2018-06-30: 10-Q 7.824e+06 -> 10-K 9.626e+06; eps 2018-03-31: 10-Q 0.1 -> 10-K 0.13; eps 2018-06-30: 10-Q 0.16 -> 10-K 0.19,0.3,14852000.0,161484000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.3,14852000.0,161484000.0,yes,yes,yes,True,ok,ok
SHEN,354963,2020-12-31,0001628280-21-003177,2021-02-25,revenue,2,revenue 2020-03-31: 10-Q 1.53188e+08 -> 10-K 5.3134e+07; revenue 2020-06-30: 10-Q 1.69526e+08 -> 10-K 5.4336e+07,0.98,49275000.0,58132000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.99,49275000.0,58132000.0,yes,yes,yes,True,ok,ok
SHOO,913241,2019-12-31,0001628280-20-002674,2020-03-02,revenue,3,revenue 2019-03-31: 10-Q 4.1094e+08 -> 10-K 4.15788e+08; revenue 2019-06-30: 10-Q 4.44974e+08 -> 10-K 4.49629e+08; revenue 2019-09-30: 10-Q 4.97308e+08 -> 10-K 5.02114e+08,0.21,17751000.0,419625000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.21,17751000.0,419626000.0,yes,yes,yes,True,ok,ok
SIG,832988,2017-01-28,0001628280-17-002652,2017-03-16,net_income,1,net_income 2016-10-29: 10-Q 1.7e+07 -> 10-K 1.48e+07,3.92,287800000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,3.85,297500000.0,2269900000.0,no,no,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
SIG,832988,2018-02-03,0001628280-18-003906,2018-04-02,net_income,3,net_income 2017-04-29: 10-Q 7.85e+07 -> 10-K 7.03e+07; net_income 2017-07-29: 10-Q 9.34e+07 -> 10-K 8.52e+07; net_income 2017-10-28: 10-Q -3.9e+06 -> 10-K -1.21e+07,5.24,343000000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,5.24,351300000.0,2293100000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)",NI_and_EPS (or more) disagree: derivation/basis error candidate
